,Sentence,Sentiment
346,Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,neutral
3948,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,neutral
2419,Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,positive
869,Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,negative
5812,"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",neutral
5998,"Artists Spark Real Reform in Teens, Rally for Alternative to Prison in Virginia",positive
779,"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",positive
1109,"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",positive
6192,Upscale Fashion Company is Paying to Maintain Rome’s Colosseum,positive
5595,The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,positive
6231,How to Perform Well Under Pressure – No Matter the Stakes,positive
1203,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",neutral
219,Net sales in 2008 are expected to be on the same level as in 2007 .,neutral
5769,"The Estonian beverages maker A. Le Coq today brought to the market a new premium class beer , A. Le Coq Special , investing 6 million kroons EUR 383,000 into its development and planning to sell three million liters of the beer during the next year .",neutral
6887,"Inspired by Marvel’s Mythical ‘Wakanda’, Ugandan Village is Built on Shea Butter and Solar Power",positive
5322,The costs of the new ropax vessels are 30 % lower than those of the present ones .,positive
1211,"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",neutral
2160,The building will house product development and test laboratories .,neutral
123,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",negative
83,The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,neutral
1124,The personnel s expertise and high level of technology play a major role in Exel Composites operations .,neutral
4657,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",neutral
3798,The group will expand the chain to include 45 stores .,positive
736,Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,neutral
840,"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .",neutral
107,Finland 's dominating rail company VR is planning to set the infected passengers for long-distance trip in a separate carriage .,neutral
4221,$GTE LONG at 7.44,positive
132,"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",neutral
3367,"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",neutral
2755,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",neutral
309,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive
4739,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,negative
3251,"Ruukki 's delivery volumes and selling prices showed favourable development and the company 's comparable net sales grew by 50 % year-on-year to EUR647m , CEO Sakari Tamminen said .",positive
6354,More People Getting DVDs From Library Than From Netflix,positive
4920,"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .",neutral
21,"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",positive
1274,"Body The credit falls due February 24 , 2014 .",neutral
4618,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,neutral
1412,"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",positive
3706,All depends on financing .,neutral
89,"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .",positive
1097,`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',neutral
6457,Wind Energy Surges in Ohio Over Five Years,positive
1442,$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,negative
6002,The UK’s Top Young Entrepreneurs to Look Out For in 2012,positive
497,You 're not alone .,neutral
2684,"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",positive
1119,"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland .",neutral
4148,"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",positive
1169,"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",neutral
1924,"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .",neutral
6363,"When She Saw People Sleeping on the Dirt, She Delivered a Healthier Alternative",positive
5213,$TSLA yeah lets go down to 230s lol,negative
6696,Priceless Lost Jewels From Legendary Maravillas Shipwreck Are Finally Found in Bahamas,positive
465,Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...,negative
4314,"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral
4782,"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive
4278,Stakes High for AstraZeneca Heart Drug Facing Tough Competition,negative
1939,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative
1628,"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",positive
2921,Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive
1610,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",positive
6038,The Traits That Make You Weird Are the Gifts That Make You Special,positive
7042,"California Adds Nearly 100,000 Jobs in February as Hiring Accelerates",positive
2279,"Kiosk and cinema operations have suffered , in particular .",negative
4271,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive
2306,Panostaja did not disclose the purchase price .,neutral
5215,Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,positive
4277,$aapl high of day just hit. Back at it tomorrow.,positive
1307,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive
6170,"Inspired by Steve Jobs, Stanford Business Grad Follows her Heart to Help the Poor",positive
3822,Warren Buffett defends Berkshire Hathaway's conglomerate structure,positive
4280,Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London .,neutral
287,Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market .,neutral
307,The order is included in Metso 's fourth quarter 2007 order backlog .,neutral
3570,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",negative
4958,"As a result , the number of personnel in Finland will be reduced by 158 .",neutral
2155,No financial details were revealed .,neutral
167,"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",negative
4736,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .,negative
5028,"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",positive
2789,The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,neutral
